NODE_ID,ARS_ID,정류소명,X좌표,Y좌표,정류소타입,표준버스정류장ID,총승하차인원,daily_avg_usage,raw_score_bus_cong
121000200,22276,우성아파트.양재초등학교,127.0327538,37.47466476,일반차로,121000200,7076.6,235.88666666666668,235.88666666666668
121000201,22277,코오롱아파트.양재1동주민센터,127.0281898,37.47235525,일반차로,121000201,4003.9,133.46333333333334,133.46333333333334
121000202,22278,우면코오롱아파트,127.0280952,37.47203728,일반차로,121000202,4985.9,166.19666666666666,166.19666666666666
121000203,22279,우면주공아파트.우면한라아파트,127.0256889,37.4707123,일반차로,121000203,11401.666666666666,380.05555555555554,380.05555555555554
121000204,22280,우면주공아파트.양재1동주민센터,127.0261418,37.47078305,일반차로,121000204,14040.55,468.0183333333333,468.0183333333333
121000205,22281,서울AI허브.한국교원단체총연합회,127.0276019,37.4670267,일반차로,121000205,2897.0666666666666,96.56888888888889,96.56888888888889
121000206,22282,서울AI허브.한국교원단체총연합회,127.0278541,37.46691599,일반차로,121000206,1902.4,63.413333333333334,63.413333333333334
121000207,22283,네이처힐3.4단지,127.0261569,37.4653477,일반차로,121000207,11176.6,372.55333333333334,372.55333333333334
121000208,22284,성촌마을입구,127.0249643,37.46535697,일반차로,121000208,7487.0,249.56666666666666,249.56666666666666
121000209,22285,송동마을.서초힐스아파트,127.0179066,37.45902997,일반차로,121000209,4730.093023255814,157.66976744186047,157.66976744186047
121000210,22286,송동마을.서초힐스아파트,127.0178421,37.45850283,일반차로,121000210,5220.48,174.016,174.016
121000211,22287,식유촌우면성당.서초호반써밋,127.0127195,37.45750114,일반차로,121000211,1653.5,55.11666666666667,55.11666666666667
121000212,22288,식유촌우면성당.서초호반써밋,127.0142947,37.45723906,일반차로,121000212,3747.285714285714,124.9095238095238,124.9095238095238
121000213,22289,양재역10번출구,127.034711,37.48368556,일반차로,121000213,16535.265625,551.1755208333333,551.1755208333333
121000214,22290,양재역,127.0355023,37.48343529,일반차로,121000214,12590.619047619048,419.6873015873016,419.6873015873016
121000215,22291,말죽거리공원사거리,127.0383012,37.47893162,일반차로,121000215,3773.7586206896553,125.7919540229885,125.7919540229885
121000216,22292,말죽거리공원사거리,127.0385955,37.47956449,일반차로,121000216,5930.3125,197.67708333333334,197.67708333333334
121000217,22293,양재2동주민센터.양재꽃시장,127.0394643,37.46958572,가로변시간,121000217,7510.0,250.33333333333334,250.33333333333334
121000218,22294,매헌시민의숲,127.038353,37.473135,가로변시간,121000218,2827.9302325581393,94.26434108527131,94.26434108527131
121000219,22295,언남고교,127.0389281,37.47327954,가로변전일,121000219,3015.1627906976746,100.50542635658915,100.50542635658915
121000220,22296,매헌시민의숲.양재꽃시장,127.03836,37.470867,가로변시간,121000220,636.7,21.223333333333336,21.223333333333336
121000221,22297,매헌시민의숲.양재꽃시장,127.039043,37.471255,가로변전일,121000221,1230.0,41.0,41.0
121000222,22298,AT센터.양재꽃시장,127.039655,37.468707,가로변시간,121000222,5390.893617021276,179.6964539007092,179.6964539007092
121000223,22299,양곡도매시장,127.0351947,37.46034699,일반차로,121000223,4084.9411764705883,136.16470588235293,136.16470588235293
121000224,22300,양곡도매시장,127.035251,37.46002261,일반차로,121000224,10099.4,336.64666666666665,336.64666666666665
121000225,22301,하나로마트.코트라,127.0444478,37.46384119,일반차로,121000225,8334.78125,277.82604166666664,277.82604166666664
121000226,22302,코트라,127.0442708,37.46486702,일반차로,121000226,9061.28125,302.04270833333334,302.04270833333334
121000227,22303,구룡사앞,127.048848,37.47021,일반차로,121000227,1333.3333333333333,44.44444444444444,44.44444444444444
121000228,22304,구룡사,127.048132,37.474022,일반차로,121000228,4952.533333333334,165.08444444444447,165.08444444444447
121000229,22305,구룡사입구,127.050237,37.472103,일반차로,121000229,2794.409090909091,93.1469696969697,93.1469696969697
121000230,22306,동원산업앞,127.0453961,37.47664737,일반차로,121000230,13111.666666666666,437.05555555555554,437.05555555555554
