사업장명,도로명주소,raw_score_noise_pub,경도,위도
엠비씨,"서울특별시 종로구 삼일대로17길 46, 3층 (관철동)",1.0,126.98205127320945,37.56930044851282
수성노래광장,"서울특별시 종로구 종로39길 11 (효제동,지하1층)",1.0,127.00311792308808,37.571671653999665
레이스,"서울특별시 종로구 지봉로 26-1, 지하1층 (숭인동)",1.0,127.01301763500506,37.57237114926136
센스 노래장,서울특별시 종로구 새문안로5길 10-1 (당주동),1.0,126.9721449831951,37.57124700404116
힐링,"서울특별시 종로구 종로 111-1 (종로3가,지상3층)",1.0,126.98704250602414,37.570577681706624
부영,서울특별시 종로구 종로 227-5 (종로5가),1.0,127.00001612036283,37.57148763121392
대가,"서울특별시 종로구 수표로 116 (낙원동,지상2층)",1.0,126.98651688868318,37.571525456291
팡팡노래주점,서울특별시 종로구 돈화문로 12 (장사동),1.0,126.98965063633523,37.56951393886334
축구장,"서울특별시 종로구 종로31길 34 (연지동,지하1층)",1.0,126.99659759394822,37.57233779729244
만남,서울특별시 종로구 대학로2길 5 (효제동),1.0,126.99950253906616,37.57155385918237
한강,"서울특별시 종로구 종로36길 8 (종로5가,지상2층)",1.0,127.00091210271559,37.57055212685186
성공노래주점,,1.0,,
인스타노래,"서울특별시 종로구 종로 248 (종로5가,지상2층)",1.0,127.00230539749874,37.570796115183214
지중해`궁,"서울특별시 종로구 율곡로 164 (원남동,지하층)",1.0,126.99385321732716,37.57575319894445
히든싱어2,"서울특별시 종로구 종로46길 33 (창신동,외1필지 지하1층)",1.0,127.0073132192668,37.57018681073342
발리노래팡,"서울특별시 종로구 종로 382, 지하1층 (숭인동)",1.0,127.01700121211901,37.573965499881616
궁전,"서울특별시 종로구 대학로1길 23, 지하1층 (종로5가)",1.0,126.99774216824953,37.57150153234826
궁,"서울특별시 종로구 새문안로5길 25 (도렴동,(지상 3층))",1.0,,
놀이터 노래 주점,"서울특별시 종로구 종로41길 9 (종로6가,지하1층)",1.0,127.00357615024537,37.57171090487671
노노유흥주점,"서울특별시 종로구 종로35길 20 (효제동,지상1층)",1.0,127.00111651805648,37.57207472565799
아리랑,"서울특별시 종로구 대학로1길 16 (연지동,1층)",1.0,126.99821680821839,37.57153130947843
준코뮤직타운 종각점,"서울특별시 종로구 종로 63-8 (인사동,(지상1층))",1.0,126.98190728681885,37.5707652569376
에스비에스(SBS)노래터,"서울특별시 종로구 종로66가길 2 (숭인동,지하1층)",1.0,127.0188768436217,37.5738262653727
비너스노래왕,"서울특별시 종로구 종로66길 20 (숭인동,지하 1층)",1.0,127.01884511950023,37.573957648499984
용비노래주점Ⅱ,"서울특별시 종로구 새문안로3길 36 (내수동,용비어천가 지하102호)",1.0,126.97036480214801,37.57341959409805
봉봉,"서울특별시 관악구 남현1길 68-22, 지하1층 (남현동)",1.0,126.97831990991195,37.47478732216602
씨엔엔CNN4,"서울특별시 강남구 테헤란로77길 9, 4층 (삼성동)",1.0,127.05149472485054,37.50708128416996
글로리,"서울특별시 강남구 언주로 506, 지하2층 (역삼동)",1.0,127.0399347731443,37.503418162365904
